day_end;start_time;day_of_the_week;domicile;region
Weekday;08:00:00;Friday;Out of home;Northwest
Weekday;08:00:00;Friday;Out of home;Northwest
Weekend;09:30:00;Saturday;At home;Northwest
Weekend;09:30:00;Saturday;At home;Northwest
Weekend;09:30:00;Saturday;At home;Northwest
Weekday;07:15:00;Tuesday;At home;Northwest
Weekday;07:15:00;Tuesday;At home;Northwest
Weekday;07:15:00;Tuesday;At home;Northwest
Weekday;07:15:00;Tuesday;At home;Northwest
Weekday;09:45:00;Wednesday;At home;Northwest
Weekday;09:45:00;Wednesday;At home;Northwest
Weekday;09:45:00;Wednesday;At home;Northwest
Weekend;10:00:00;Saturday;At home;Northwest
Weekend;10:00:00;Saturday;At home;Northwest
Weekend;10:00:00;Saturday;At home;Northwest
Weekday;06:30:00;Tuesday;At home;Northwest
Weekday;06:30:00;Tuesday;At home;Northwest
Weekday;06:30:00;Tuesday;At home;Northwest
Weekday;06:30:00;Tuesday;At home;Northwest
Weekday;NA;Thursday;NA;Northwest
Weekend;12:30:00;Sunday;At home;Northwest
Weekend;12:30:00;Sunday;At home;Northwest
Weekend;12:30:00;Sunday;At home;Northwest
Weekday;NA;Monday;NA;Northwest
Weekday;08:00:00;Monday;At home;Northwest
Weekday;08:00:00;Monday;At home;Northwest
Weekday;NA;Thursday;NA;Northwest
Weekday;NA;Monday;NA;Northwest
Weekend;11:00:00;Saturday;At home;Northwest
Weekend;11:00:00;Saturday;At home;Northwest
Weekday;07:00:00;Thursday;At home;Northwest
Weekday;07:00:00;Thursday;At home;Northwest
Weekday;07:00:00;Thursday;At home;Northwest
Weekday;07:00:00;Thursday;At home;Northwest
Weekend;10:00:00;Sunday;At home;Northwest
Weekend;10:00:00;Sunday;At home;Northwest
Weekend;10:00:00;Sunday;At home;Northwest
Weekday;NA;Wednesday;NA;Northwest
Weekend;11:00:00;Sunday;At home;Northwest
Weekend;11:00:00;Sunday;At home;Northwest
Weekend;11:00:00;Sunday;At home;Northwest
Weekday;08:30:00;Friday;At home;Northwest
Weekday;08:30:00;Friday;At home;Northwest
Weekday;08:30:00;Friday;At home;Northwest
Weekday;11:00:00;Thursday;At home;Northwest
Weekday;11:00:00;Thursday;At home;Northwest
Weekday;11:00:00;Thursday;At home;Northwest
Weekend;09:30:00;Saturday;At home;Northwest
Weekend;09:30:00;Saturday;At home;Northwest
Weekend;09:30:00;Saturday;At home;Northwest
Weekend;09:30:00;Saturday;At home;Northwest
Weekday;06:45:00;Monday;At home;Northwest
Weekday;06:45:00;Monday;At home;Northwest
Weekday;06:45:00;Monday;At home;Northwest
Weekday;06:45:00;Monday;At home;Northwest
Weekday;07:30:00;Wednesday;At home;Northwest
Weekday;07:30:00;Wednesday;At home;Northwest
Weekday;08:00:00;Monday;At home;Northwest
Weekday;08:00:00;Monday;At home;Northwest
Weekday;08:10:00;Thursday;At home;Northwest
Weekday;08:10:00;Thursday;At home;Northwest
Weekend;08:45:00;Saturday;At home;Northwest
Weekend;08:45:00;Saturday;At home;Northwest
Weekend;07:00:00;Saturday;At home;Northwest
Weekend;07:00:00;Saturday;At home;Northwest
Weekday;07:05:00;Tuesday;At home;Northwest
Weekday;07:05:00;Tuesday;At home;Northwest
Weekday;07:05:00;Tuesday;At home;Northwest
Weekday;07:10:00;Wednesday;At home;Northwest
Weekday;07:10:00;Wednesday;At home;Northwest
Weekend;09:30:00;Sunday;At home;Northwest
Weekend;09:30:00;Sunday;At home;Northwest
Weekday;07:15:00;Tuesday;At home;Northwest
Weekday;07:15:00;Tuesday;At home;Northwest
Weekday;07:00:00;Thursday;At home;Northwest
Weekday;07:00:00;Thursday;At home;Northwest
Weekday;06:10:00;Thursday;At home;Northwest
Weekend;10:30:00;Sunday;At home;Northwest
Weekday;07:20:00;Thursday;At home;Northwest
Weekday;07:20:00;Thursday;At home;Northwest
Weekend;09:30:00;Sunday;At home;Northwest
Weekend;09:30:00;Sunday;At home;Northwest
Weekday;07:20:00;Monday;At home;Northwest
Weekday;07:20:00;Monday;At home;Northwest
Weekend;09:30:00;Saturday;Out of home;Northwest
Weekend;09:30:00;Saturday;Out of home;Northwest
Weekend;09:30:00;Saturday;Out of home;Northwest
Weekday;07:25:00;Monday;At home;Northwest
Weekday;07:25:00;Monday;At home;Northwest
Weekday;10:30:00;Tuesday;At home;Northwest
Weekday;10:30:00;Tuesday;At home;Northwest
Weekday;07:30:00;Tuesday;At home;Northwest
Weekday;07:30:00;Tuesday;At home;Northwest
Weekday;07:30:00;Tuesday;At home;Northwest
Weekday;09:30:00;Monday;At home;Northwest
Weekday;09:30:00;Monday;At home;Northwest
Weekday;09:30:00;Monday;At home;Northwest
Weekend;NA;Sunday;NA;Northwest
Weekday;08:10:00;Friday;At home;Northwest
Weekday;08:10:00;Friday;At home;Northwest
Weekday;08:10:00;Friday;At home;Northwest
Weekday;08:10:00;Friday;At home;Northwest
Weekend;10:10:00;Sunday;At home;Northwest
Weekend;10:10:00;Sunday;At home;Northwest
Weekend;10:10:00;Sunday;At home;Northwest
Weekday;07:10:00;Thursday;At home;Northwest
Weekday;07:10:00;Thursday;At home;Northwest
Weekday;07:10:00;Thursday;At home;Northwest
Weekday;06:50:00;Thursday;At home;Northwest
Weekday;06:50:00;Thursday;At home;Northwest
Weekday;NA;Tuesday;NA;Northwest
Weekend;NA;Saturday;NA;Northwest
Weekday;07:50:00;Thursday;At home;Northwest
Weekday;07:50:00;Thursday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekend;08:30:00;Saturday;At home;Northwest
Weekday;08:00:00;Monday;At home;Northwest
Weekday;08:00:00;Monday;At home;Northwest
Weekday;08:00:00;Monday;At home;Northwest
Weekday;08:00:00;Monday;At home;Northwest
Weekday;07:40:00;Friday;At home;Northwest
Weekday;07:40:00;Friday;At home;Northwest
Weekday;07:40:00;Friday;At home;Northwest
Weekend;10:45:00;Sunday;At home;Northwest
Weekend;10:45:00;Sunday;At home;Northwest
Weekend;10:45:00;Sunday;At home;Northwest
Weekend;10:45:00;Sunday;At home;Northwest
Weekday;07:30:00;Tuesday;At home;Northwest
Weekday;09:50:00;Thursday;Out of home;Northwest
Weekday;09:50:00;Thursday;Out of home;Northwest
Weekday;09:50:00;Thursday;Out of home;Northwest
Weekday;09:50:00;Thursday;Out of home;Northwest
Weekday;09:50:00;Thursday;Out of home;Northwest
Weekday;09:50:00;Thursday;Out of home;Northwest
Weekend;09:45:00;Saturday;At home;Northwest
Weekend;09:45:00;Saturday;At home;Northwest
Weekend;09:45:00;Saturday;At home;Northwest
Weekday;07:30:00;Monday;At home;Northwest
Weekday;07:30:00;Monday;At home;Northwest
Weekday;07:30:00;Monday;At home;Northwest
Weekday;NA;Tuesday;NA;Northwest
Weekday;NA;Friday;NA;Northwest
Weekend;NA;Sunday;NA;Northwest
Weekday;09:00:00;Wednesday;At home;Northwest
Weekday;09:00:00;Wednesday;At home;Northwest
Weekend;09:10:00;Saturday;At home;Northwest
Weekend;09:10:00;Saturday;At home;Northwest
Weekday;09:15:00;Friday;At home;Northwest
Weekday;09:15:00;Friday;At home;Northwest
Weekday;07:40:00;Tuesday;At home;Northwest
Weekday;07:40:00;Tuesday;At home;Northwest
Weekday;07:30:00;Friday;At home;Northwest
Weekday;07:30:00;Friday;At home;Northwest
Weekend;10:45:00;Saturday;At home;Northwest
Weekend;10:45:00;Saturday;At home;Northwest
Weekday;07:15:00;Wednesday;At home;Northwest
Weekday;07:15:00;Wednesday;At home;Northwest
Weekday;07:15:00;Wednesday;At home;Northwest
Weekday;07:20:00;Tuesday;At home;Northwest
Weekday;07:20:00;Tuesday;At home;Northwest
Weekday;07:20:00;Tuesday;At home;Northwest
Weekend;09:45:00;Sunday;At home;Northwest
Weekend;09:45:00;Sunday;At home;Northwest
Weekend;09:45:00;Sunday;At home;Northwest
Weekday;08:15:00;Wednesday;At home;Northwest
Weekday;08:15:00;Wednesday;At home;Northwest
Weekday;08:15:00;Wednesday;At home;Northwest
Weekend;09:15:00;Saturday;At home;Northwest
Weekend;09:15:00;Saturday;At home;Northwest
Weekend;09:15:00;Saturday;At home;Northwest
Weekday;07:00:00;Thursday;At home;Northwest
Weekday;07:00:00;Thursday;At home;Northwest
Weekday;07:00:00;Thursday;At home;Northwest
Weekday;08:15:00;Monday;At home;Northwest
Weekday;08:15:00;Monday;At home;Northwest
Weekday;08:15:00;Thursday;At home;Northwest
Weekday;08:15:00;Thursday;At home;Northwest
Weekend;09:30:00;Saturday;At home;Northwest
Weekend;09:30:00;Saturday;At home;Northwest
Weekend;09:30:00;Saturday;At home;Northwest
Weekend;09:30:00;Saturday;At home;Northwest
Weekday;07:30:00;Tuesday;At home;Center
Weekday;07:30:00;Tuesday;At home;Center
Weekday;07:30:00;Tuesday;At home;Center
Weekday;07:30:00;Friday;At home;Center
Weekday;07:30:00;Friday;At home;Center
Weekday;07:30:00;Friday;At home;Center
Weekend;10:00:00;Sunday;Out of home;Center
Weekend;10:00:00;Sunday;Out of home;Center
Weekend;10:00:00;Sunday;Out of home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekday;07:40:00;Wednesday;At home;Center
Weekday;07:30:00;Tuesday;At home;Center
Weekday;07:30:00;Tuesday;At home;Center
Weekday;07:32:00;Tuesday;At home;Center
Weekday;07:32:00;Tuesday;At home;Center
Weekday;07:15:00;Friday;At home;Center
Weekend;NA;Sunday;NA;Center
Weekday;09:15:00;Wednesday;At home;Center
Weekday;09:15:00;Wednesday;At home;Center
Weekday;09:15:00;Wednesday;At home;Center
Weekend;08:45:00;Saturday;At home;Center
Weekend;08:45:00;Saturday;At home;Center
Weekend;08:45:00;Saturday;At home;Center
Weekday;06:30:00;Thursday;At home;Center
Weekday;06:30:00;Thursday;At home;Center
Weekday;06:30:00;Thursday;At home;Center
Weekday;07:10:00;Thursday;At home;Center
Weekend;10:00:00;Sunday;At home;Center
Weekend;10:00:00;Sunday;At home;Center
Weekend;10:00:00;Sunday;At home;Center
Weekday;09:30:00;Tuesday;At home;Center
Weekday;09:30:00;Tuesday;At home;Center
Weekday;07:40:00;Monday;At home;Southwest
Weekday;07:40:00;Monday;At home;Southwest
Weekday;07:40:00;Monday;At home;Southwest
Weekday;07:45:00;Tuesday;At home;Southwest
Weekday;07:45:00;Tuesday;At home;Southwest
Weekday;07:45:00;Tuesday;At home;Southwest
Weekday;07:45:00;Tuesday;At home;Southwest
Weekday;07:45:00;Tuesday;At home;Southwest
Weekday;07:45:00;Tuesday;At home;Southwest
Weekend;09:00:00;Saturday;At home;Southwest
Weekend;09:00:00;Saturday;At home;Southwest
Weekend;09:00:00;Saturday;At home;Southwest
Weekday;07:00:00;Tuesday;At home;Southwest
Weekday;07:00:00;Tuesday;At home;Southwest
Weekday;07:00:00;Tuesday;At home;Southwest
Weekday;07:00:00;Tuesday;At home;Southwest
Weekday;07:00:00;Tuesday;At home;Southwest
Weekday;07:00:00;Tuesday;At home;Southwest
Weekday;07:00:00;Tuesday;At home;Southwest
Weekday;07:00:00;Tuesday;At home;Southwest
Weekday;10:00:00;Friday;At home;Southwest
Weekday;10:00:00;Friday;At home;Southwest
Weekday;10:00:00;Friday;At home;Southwest
Weekday;07:15:00;Thursday;Out of home;Southwest
Weekend;08:45:00;Saturday;Out of home;Southwest
Weekday;09:30:00;Monday;At home;Southwest
Weekday;09:30:00;Monday;At home;Southwest
Weekday;10:00:00;Monday;At home;Southwest
Weekday;10:00:00;Monday;At home;Southwest
Weekday;10:00:00;Monday;At home;Southwest
Weekday;NA;Thursday;NA;Southwest
Weekend;10:30:00;Saturday;At home;Southwest
Weekend;11:00:00;Sunday;At home;East
Weekend;11:00:00;Sunday;At home;East
Weekend;11:00:00;Sunday;At home;East
Weekday;07:00:00;Wednesday;At home;East
Weekday;07:00:00;Wednesday;At home;East
Weekday;07:00:00;Wednesday;At home;East
Weekday;07:10:00;Tuesday;At home;East
Weekday;08:00:00;Friday;At home;East
Weekday;08:00:00;Friday;At home;East
Weekday;08:00:00;Friday;At home;East
Weekday;08:00:00;Friday;At home;East
Weekend;09:00:00;Sunday;At home;East
Weekend;09:00:00;Sunday;At home;East
Weekend;09:00:00;Sunday;At home;East
Weekend;09:00:00;Sunday;At home;East
Weekend;09:00:00;Sunday;At home;East
Weekday;09:30:00;Tuesday;At home;East
Weekday;09:30:00;Tuesday;At home;East
Weekday;09:30:00;Tuesday;At home;East
Weekday;08:20:00;Tuesday;At home;East
Weekday;08:20:00;Tuesday;At home;East
Weekday;07:50:00;Thursday;At home;East
Weekday;07:50:00;Thursday;At home;East
Weekday;07:50:00;Thursday;At home;East
Weekend;08:30:00;Sunday;At home;East
Weekend;08:30:00;Sunday;At home;East
Weekday;06:20:00;Friday;At home;East
Weekday;06:20:00;Friday;At home;East
Weekday;06:20:00;Friday;At home;East
Weekday;06:20:00;Friday;At home;East
Weekday;06:20:00;Friday;At home;East
Weekend;08:45:00;Sunday;At home;East
Weekend;08:45:00;Sunday;At home;East
Weekend;08:45:00;Sunday;At home;East
Weekday;07:10:00;Tuesday;At home;East
Weekday;07:10:00;Tuesday;At home;East
Weekend;11:45:00;Sunday;At home;East
Weekend;11:45:00;Sunday;At home;East
Weekday;07:00:00;Tuesday;At home;East
Weekday;07:00:00;Tuesday;At home;East
Weekday;07:00:00;Tuesday;At home;East
Weekday;03:30:00;Tuesday;At home;East
Weekday;03:30:00;Tuesday;At home;East
Weekday;03:30:00;Tuesday;At home;East
Weekday;NA;Monday;NA;East
Weekday;07:15:00;Thursday;At home;East
Weekday;07:15:00;Thursday;At home;East
Weekend;09:00:00;Saturday;At home;East
Weekend;09:00:00;Saturday;At home;East
Weekday;06:45:00;Tuesday;At home;East
Weekday;06:45:00;Tuesday;At home;East
Weekday;06:45:00;Tuesday;At home;East
Weekday;06:45:00;Friday;At home;East
Weekday;06:45:00;Friday;At home;East
Weekday;06:45:00;Friday;At home;East
Weekend;08:30:00;Sunday;At home;East
Weekend;08:30:00;Sunday;At home;East
Weekday;07:30:00;Wednesday;At home;East
Weekday;07:30:00;Wednesday;At home;East
Weekend;08:00:00;Saturday;At home;East
Weekend;08:00:00;Saturday;At home;East
Weekday;08:50:00;Thursday;At home;East
Weekday;07:40:00;Thursday;At home;East
Weekday;07:40:00;Thursday;At home;East
Weekday;07:40:00;Thursday;At home;East
Weekend;09:00:00;Sunday;Out of home;East
Weekend;09:00:00;Sunday;Out of home;East
Weekend;09:00:00;Sunday;Out of home;East
Weekday;09:30:00;Wednesday;Out of home;East
Weekday;09:30:00;Wednesday;Out of home;East
Weekday;09:30:00;Wednesday;Out of home;East
Weekend;NA;Saturday;NA;East
Weekday;NA;Monday;NA;East
Weekday;NA;Wednesday;NA;East
Weekday;07:00:00;Thursday;At home;East
Weekday;07:00:00;Thursday;At home;East
Weekday;07:00:00;Thursday;At home;East
Weekday;07:00:00;Thursday;At home;East
Weekend;08:00:00;Saturday;At home;East
Weekend;08:00:00;Saturday;At home;East
Weekend;08:00:00;Saturday;At home;East
Weekday;06:40:00;Tuesday;At home;East
Weekend;08:45:00;Saturday;At home;East
Weekend;08:45:00;Saturday;At home;East
Weekday;06:45:00;Monday;At home;East
Weekday;06:45:00;Monday;At home;East
Weekday;07:20:00;Monday;At home;East
Weekday;07:20:00;Monday;At home;East
Weekday;07:20:00;Monday;At home;East
Weekday;07:25:00;Thursday;At home;East
Weekday;07:25:00;Thursday;At home;East
Weekday;07:25:00;Thursday;At home;East
Weekday;07:25:00;Thursday;At home;East
Weekday;07:25:00;Thursday;At home;East
Weekday;07:25:00;Thursday;At home;East
Weekday;07:25:00;Thursday;At home;East
Weekday;07:25:00;Thursday;At home;East
Weekend;07:25:00;Saturday;At home;East
Weekend;07:25:00;Saturday;At home;East
Weekend;07:25:00;Saturday;At home;East
Weekend;07:25:00;Saturday;At home;East
Weekend;07:25:00;Saturday;At home;East
Weekend;07:25:00;Saturday;At home;East
Weekend;10:00:00;Saturday;At home;East
Weekend;10:00:00;Saturday;At home;East
Weekend;10:00:00;Saturday;At home;East
Weekend;10:00:00;Saturday;At home;East
Weekday;06:45:00;Thursday;At home;East
Weekday;06:45:00;Thursday;At home;East
Weekday;06:45:00;Thursday;At home;East
Weekday;06:45:00;Tuesday;At home;East
Weekday;06:45:00;Tuesday;At home;East
Weekday;06:45:00;Tuesday;At home;East
Weekend;10:00:00;Sunday;At home;East
Weekend;10:00:00;Sunday;At home;East
Weekday;06:20:00;Tuesday;At home;East
Weekday;06:20:00;Tuesday;At home;East
Weekday;06:20:00;Monday;At home;East
Weekday;06:20:00;Monday;At home;East
Weekday;06:20:00;Monday;At home;East
Weekday;06:20:00;Monday;At home;East
Weekday;07:00:00;Friday;At home;East
Weekday;07:00:00;Friday;At home;East
Weekday;07:00:00;Friday;At home;East
Weekend;08:45:00;Sunday;At home;East
Weekend;08:45:00;Sunday;At home;East
Weekday;07:00:00;Tuesday;At home;East
Weekday;07:00:00;Tuesday;At home;East
Weekday;09:00:00;Thursday;At home;East
Weekday;09:00:00;Thursday;At home;East
Weekday;09:00:00;Thursday;At home;East
Weekend;07:00:00;Saturday;At home;East
Weekend;07:00:00;Saturday;At home;East
Weekend;07:00:00;Saturday;At home;East
Weekday;07:00:00;Monday;At home;East
Weekday;07:00:00;Monday;At home;East
Weekday;07:00:00;Monday;At home;East
Weekday;07:00:00;Monday;At home;East
Weekday;07:00:00;Monday;At home;East
Weekday;07:15:00;Thursday;At home;East
Weekday;07:15:00;Thursday;At home;East
Weekday;07:15:00;Thursday;At home;East
Weekday;07:15:00;Thursday;At home;East
Weekday;07:15:00;Thursday;At home;East
Weekday;07:15:00;Thursday;At home;East
Weekend;09:00:00;Sunday;At home;East
Weekend;09:00:00;Sunday;At home;East
Weekend;09:00:00;Sunday;At home;East
Weekend;09:00:00;Sunday;At home;East
Weekend;09:00:00;Sunday;At home;East
Weekday;07:20:00;Wednesday;At home;East
Weekday;07:20:00;Wednesday;At home;East
Weekday;07:20:00;Wednesday;At home;East
Weekday;07:20:00;Wednesday;At home;East
Weekday;07:20:00;Wednesday;At home;East
Weekday;07:10:00;Monday;At home;East
Weekday;07:10:00;Monday;At home;East
Weekday;07:10:00;Monday;At home;East
Weekend;10:45:00;Sunday;At home;East
Weekend;10:45:00;Sunday;At home;East
Weekend;10:45:00;Sunday;At home;East
Weekday;11:30:00;Monday;At home;East
Weekday;11:30:00;Monday;At home;East
Weekday;11:30:00;Monday;At home;East
Weekday;11:30:00;Monday;At home;East
Weekday;11:30:00;Monday;At home;East
Weekend;09:45:00;Sunday;At home;East
Weekend;09:45:00;Sunday;At home;East
Weekend;09:45:00;Sunday;At home;East
Weekend;09:45:00;Sunday;At home;East
Weekday;06:00:00;Tuesday;At home;East
Weekday;06:00:00;Tuesday;At home;East
Weekday;08:00:00;Tuesday;At home;East
Weekday;08:00:00;Tuesday;At home;East
Weekend;09:00:00;Saturday;At home;East
Weekend;09:00:00;Saturday;At home;East
Weekday;07:15:00;Monday;At home;East
Weekday;07:15:00;Monday;At home;East
Weekday;07:20:00;Wednesday;At home;East
Weekday;07:30:00;Tuesday;At home;Central East
Weekday;07:30:00;Tuesday;At home;Central East
Weekday;07:30:00;Tuesday;At home;Central East
Weekday;07:30:00;Tuesday;At home;Central East
Weekday;05:30:00;Friday;At home;Central East
Weekend;09:00:00;Sunday;At home;Central East
Weekend;09:00:00;Sunday;At home;Central East
Weekend;09:00:00;Sunday;At home;Central East
Weekday;NA;Tuesday;NA;Central East
Weekday;NA;Thursday;NA;Central East
Weekend;10:30:00;Saturday;At home;Central East
Weekend;10:30:00;Saturday;At home;Central East
Weekend;10:30:00;Saturday;At home;Central East
Weekday;10:05:00;Wednesday;At home;Central East
Weekday;10:05:00;Wednesday;At home;Central East
Weekday;10:05:00;Wednesday;At home;Central East
Weekend;10:54:00;Saturday;At home;Central East
Weekday;07:50:00;Thursday;At home;Central East
Weekday;07:50:00;Thursday;At home;Central East
Weekday;07:50:00;Thursday;At home;Central East
Weekday;06:40:00;Thursday;At home;Central East
Weekday;06:40:00;Thursday;At home;Central East
Weekday;06:40:00;Thursday;At home;Central East
Weekend;07:10:00;Sunday;At home;Central East
Weekend;07:10:00;Sunday;At home;Central East
Weekend;07:10:00;Sunday;At home;Central East
Weekend;07:10:00;Sunday;At home;Central East
Weekend;07:10:00;Sunday;At home;Central East
Weekend;07:10:00;Sunday;At home;Central East
Weekend;07:10:00;Sunday;At home;Central East
Weekday;06:30:00;Wednesday;At home;Central East
Weekday;06:30:00;Wednesday;At home;Central East
Weekday;06:30:00;Wednesday;At home;Central East
Weekday;06:30:00;Wednesday;At home;Central East
Weekday;06:30:00;Wednesday;At home;Central East
Weekday;07:30:00;Wednesday;At home;Central East
Weekday;07:30:00;Wednesday;At home;Central East
Weekday;07:30:00;Wednesday;At home;Central East
Weekday;09:00:00;Tuesday;At home;Central East
Weekday;09:00:00;Tuesday;At home;Central East
Weekend;10:40:00;Sunday;At home;Central East
Weekend;10:40:00;Sunday;At home;Central East
Weekend;10:40:00;Sunday;At home;Central East
Weekend;10:40:00;Sunday;At home;Central East
Weekday;07:40:00;Thursday;At home;Central East
Weekend;10:30:00;Sunday;At home;Central East
Weekend;10:30:00;Sunday;At home;Central East
Weekend;10:30:00;Sunday;At home;Central East
Weekday;07:40:00;Tuesday;At home;Central East
Weekday;10:30:00;Monday;At home;Central East
Weekday;10:30:00;Monday;At home;Central East
Weekday;NA;Tuesday;NA;Central East
Weekend;NA;Saturday;NA;Central East
Weekday;07:15:00;Monday;At home;Center
Weekday;07:15:00;Monday;At home;Center
Weekday;07:15:00;Monday;At home;Center
Weekday;07:15:00;Monday;At home;Center
Weekday;09:15:00;Thursday;At home;Center
Weekday;09:15:00;Thursday;At home;Center
Weekday;09:15:00;Thursday;At home;Center
Weekday;09:15:00;Thursday;At home;Center
Weekday;09:15:00;Thursday;At home;Center
Weekday;09:15:00;Thursday;At home;Center
Weekend;10:00:00;Saturday;At home;Center
Weekend;10:00:00;Saturday;At home;Center
Weekend;10:00:00;Saturday;At home;Center
Weekend;10:00:00;Saturday;At home;Center
Weekday;07:45:00;Tuesday;At home;Center
Weekday;07:45:00;Tuesday;At home;Center
Weekday;07:45:00;Tuesday;At home;Center
Weekday;10:45:00;Friday;At home;Center
Weekday;10:45:00;Friday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekday;10:01:00;Monday;At home;Center
Weekday;10:01:00;Monday;At home;Center
Weekday;10:00:00;Wednesday;At home;Center
Weekday;10:00:00;Wednesday;At home;Center
Weekend;10:00:00;Saturday;At home;Center
Weekend;10:00:00;Saturday;At home;Center
Weekday;08:30:00;Thursday;At home;Center
Weekday;08:30:00;Thursday;At home;Center
Weekday;08:30:00;Thursday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekend;08:30:00;Sunday;At home;Center
Weekday;06:30:00;Tuesday;At home;Center
Weekday;06:30:00;Tuesday;At home;Center
Weekday;06:30:00;Tuesday;At home;Center
Weekday;07:10:00;Monday;At home;Center
Weekday;07:10:00;Monday;At home;Center
Weekday;09:30:00;Wednesday;At home;Center
Weekday;09:30:00;Wednesday;At home;Center
Weekend;09:30:00;Saturday;At home;Center
Weekend;09:30:00;Saturday;At home;Center
Weekend;09:30:00;Saturday;At home;Center
Weekday;06:41:00;Monday;At home;Central East
Weekday;06:41:00;Monday;At home;Central East
Weekday;06:41:00;Monday;At home;Central East
Weekday;06:41:00;Monday;At home;Central East
Weekday;06:43:00;Wednesday;At home;Central East
Weekday;06:43:00;Wednesday;At home;Central East
Weekday;06:43:00;Wednesday;At home;Central East
Weekday;06:43:00;Wednesday;At home;Central East
Weekend;09:05:00;Saturday;At home;Central East
Weekday;08:00:00;Thursday;At home;Central East
Weekday;08:00:00;Thursday;At home;Central East
Weekend;08:00:00;Saturday;At home;Central East
Weekend;08:00:00;Saturday;At home;Central East
Weekend;08:00:00;Saturday;At home;Central East
Weekend;08:00:00;Saturday;At home;Central East
Weekday;07:50:00;Monday;At home;Central East
Weekday;07:50:00;Monday;At home;Central East
Weekday;07:50:00;Monday;At home;Central East
Weekday;07:50:00;Monday;At home;Central East
Weekday;07:30:00;Friday;At home;Central East
Weekday;07:30:00;Friday;At home;Central East
Weekday;07:30:00;Friday;At home;Central East
Weekday;07:30:00;Friday;At home;Central East
Weekday;07:30:00;Friday;At home;Central East
Weekday;07:30:00;Friday;At home;Central East
Weekday;07:30:00;Friday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekday;08:00:00;Thursday;At home;Central East
Weekday;08:00:00;Thursday;At home;Central East
Weekday;08:00:00;Thursday;At home;Central East
Weekday;08:00:00;Thursday;At home;Central East
Weekday;08:00:00;Thursday;At home;Central East
Weekday;08:00:00;Thursday;At home;Central East
Weekday;07:45:00;Thursday;At home;Central East
Weekday;07:45:00;Thursday;At home;Central East
Weekday;07:45:00;Thursday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekday;07:35:00;Tuesday;At home;Central East
Weekday;07:35:00;Tuesday;At home;Central East
Weekday;07:35:00;Tuesday;At home;Central East
Weekday;07:35:00;Tuesday;At home;Central East
Weekday;09:00:00;Wednesday;Out of home;Central East
Weekday;09:00:00;Wednesday;Out of home;Central East
Weekend;09:45:00;Saturday;At home;Central East
Weekend;09:45:00;Saturday;At home;Central East
Weekend;09:45:00;Saturday;At home;Central East
Weekend;09:45:00;Saturday;At home;Central East
Weekday;NA;Friday;NA;Central East
Weekend;08:35:00;Saturday;At home;Central East
Weekend;08:35:00;Saturday;At home;Central East
Weekend;08:35:00;Saturday;At home;Central East
Weekend;08:35:00;Saturday;At home;Central East
Weekend;08:35:00;Saturday;At home;Central East
Weekday;07:30:00;Monday;At home;Central East
Weekday;07:30:00;Monday;At home;Central East
Weekday;07:30:00;Monday;At home;Central East
Weekday;07:30:00;Monday;At home;Central East
Weekday;07:30:00;Monday;At home;Central East
Weekday;07:40:00;Wednesday;At home;Central East
Weekday;07:40:00;Wednesday;At home;Central East
Weekday;07:40:00;Wednesday;At home;Central East
Weekday;07:40:00;Wednesday;At home;Central East
Weekend;06:30:00;Sunday;At home;Central East
Weekday;06:25:00;Wednesday;At home;Central East
Weekday;07:25:00;Tuesday;At home;Central East
Weekend;09:00:00;Saturday;At home;Central East
Weekend;09:00:00;Saturday;At home;Central East
Weekend;09:00:00;Saturday;At home;Central East
Weekday;08:30:00;Tuesday;Out of home;Central East
Weekday;08:30:00;Tuesday;Out of home;Central East
Weekday;08:30:00;Tuesday;Out of home;Central East
Weekday;09:00:00;Friday;Out of home;Central East
Weekday;09:00:00;Friday;Out of home;Central East
Weekday;09:00:00;Friday;Out of home;Central East
Weekday;09:00:00;Friday;Out of home;Central East
Weekday;06:55:00;Monday;At home;Central East
Weekday;06:55:00;Monday;At home;Central East
Weekday;06:55:00;Monday;At home;Central East
Weekday;07:00:00;Thursday;At home;Central East
Weekday;07:00:00;Thursday;At home;Central East
Weekday;07:00:00;Thursday;At home;Central East
Weekend;09:30:00;Saturday;At home;Central East
Weekend;09:30:00;Saturday;At home;Central East
Weekend;09:30:00;Saturday;At home;Central East
